"filename", "language", "Properties", "Groovy", "XML", "JSON", "Dart", "YAML", "Markdown", "HTML", "Swift", "C++", "comment", "blank", "total"
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\presentation\widgets\profile\profile_pic.dart", "Dart", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 3, 49
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\presentation\widgets\reminder\day_selector.dart", "Dart", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 9, 4, 87
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\presentation\widgets\reminder\delete_confirmation.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 2, 62
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\presentation\widgets\reminder\reminder_card.dart", "Dart", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 7, 6, 103
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\presentation\widgets\training\congraModal.dart", "Dart", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 5, 2, 60
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\tab_route.dart", "Dart", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 4, 7, 129
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\utils\notification.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 6, 46
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\lib\utils\prefrence.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 5, 25
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 52, 14, 121
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\bloc\auth_bloc_test.dart", "Dart", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 7, 94
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\bloc\reminder_bloc_test.dart", "Dart", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 4, 76
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\bloc\report_bloc_test.dart", "Dart", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\bloc\workout_bloc_test.dart", "Dart", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 4, 61
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\bloc\workout_plan_bloc_test.dart", "Dart", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 1, 8, 127
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\test\widget\widget_test.dart", "Dart", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 16, 9, 76
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 14, 6, 99
"c:\Users\Maruf\Documents\GitHub\Workout-Flutter-Project\web\manifest.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 8, 79, 129, 305, 7463, 55, 22, 79, 12, 1, 422, 786, 9361
